,Price,Age,KM,FuelType,HP,MetColor,Automatic,CC,Doors,Weight,Price_Class,Age_Converted
1407,8250,69.0,44826,Petrol,110,0.0,0,1600,5,1075,Low,5.8
1408,9250,,44444,Petrol,110,1.0,0,1600,3,1050,Medium,
1409,7900,75.0,43720,Petrol,110,,0,1600,5,1070,Low,6.2
1410,8500,78.0,43622,Petrol,86,1.0,0,1300,4,1000,Medium,6.5
1411,7950,76.0,43532,Petrol,110,0.0,0,1600,5,1070,Low,6.3
1412,9950,69.0,42800,Petrol,110,1.0,0,1600,3,1050,Medium,5.8
1413,8750,74.0,42317,Petrol,107,1.0,1,1600,5,1100,Medium,6.2
1414,7500,80.0,42186,Petrol,110,1.0,0,1600,3,1050,Low,6.7
1415,6950,72.0,42000,Petrol,110,,0,1600,3,1050,Low,6.0
1416,8950,,40093,Petrol,110,0.0,0,1600,5,1114,Medium,
1417,8750,79.0,39800,Petrol,107,0.0,1,1600,3,1080,Medium,6.6
1418,7750,73.0,39168,Petrol,86,,0,1300,3,1015,Low,6.1
1419,8450,75.0,38945,Petrol,110,,0,1600,3,1050,Low,6.2
1420,8150,76.0,36537,,110,0.0,1,1600,4,1075,Low,6.3
1421,8500,78.0,??,Petrol,86,0.0,1,1300,3,1045,Medium,6.5
1422,7600,,36000,,110,1.0,0,1600,3,1050,Low,
1423,7950,80.0,35821,Petrol,86,0.0,1,1300,3,1015,Low,6.7
1424,7750,73.0,34717,Petrol,86,0.0,0,1300,3,1015,Low,6.1
1425,7950,80.0,??,Petrol,86,1.0,0,1300,4,1000,Low,6.7
1426,9950,78.0,30964,Petrol,110,,1,1600,3,1080,Medium,6.5
1427,8950,,29000,Petrol,86,1.0,1,1300,3,1045,Medium,
1428,8450,72.0,??,Petrol,86,,0,1300,3,1015,Low,6.0
1429,8950,78.0,24000,Petrol,86,1.0,1,1300,5,1065,Medium,6.5
1430,8450,80.0,23000,Petrol,86,0.0,0,1300,3,1015,Low,6.7
1431,7500,,20544,Petrol,86,1.0,0,1300,3,1025,Low,
1432,10845,72.0,??,Petrol,86,0.0,0,1300,3,1015,Medium,6.0
1433,8500,,17016,Petrol,86,0.0,0,1300,3,1015,Medium,
1434,7250,70.0,??,,86,1.0,0,1300,3,1015,Low,5.8
1435,6950,76.0,1,Petrol,110,0.0,0,1600,5,1114,Low,6.3
